"","Day","Step","Row","Column","X","Y","Agent"
"89",23,7,1632,466,-120.854166666667,35.3928490348659,89
"90",21,21,1659,485,-120.695833333333,35.167849034866,90
"91",30,34,1658,485,-120.695833333333,35.1761823681993,91
"92",23,142,1659,486,-120.6875,35.167849034866,92
"93",17,333,1640,465,-120.8625,35.3261823681993,93
"94",26,15,1629,466,-120.854166666667,35.417849034866,94
"95",23,38,1659,486,-120.6875,35.167849034866,95
"96",23,269,1658,485,-120.695833333333,35.1761823681993,96
"97",24,27,1659,486,-120.6875,35.167849034866,97
"98",22,528,1659,486,-120.6875,35.167849034866,98
"99",19,90,1658,485,-120.695833333333,35.1761823681993,99
"100",19,157,1659,486,-120.6875,35.167849034866,100
"101",30,48,1659,486,-120.6875,35.167849034866,101
"102",23,44,1659,486,-120.6875,35.167849034866,102
"103",30,524,1640,465,-120.8625,35.3261823681993,103
"104",11,94,1658,485,-120.695833333333,35.1761823681993,104
"105",26,26,1658,485,-120.695833333333,35.1761823681993,105
"106",13,26,1659,486,-120.6875,35.167849034866,106
"107",23,345,1659,486,-120.6875,35.167849034866,107
"108",24,39,1632,466,-120.854166666667,35.3928490348659,108
"109",24,49,1659,486,-120.6875,35.167849034866,109
"110",20,100,1659,486,-120.6875,35.167849034866,110
"111",23,13,1659,486,-120.6875,35.167849034866,111
"112",13,7,1659,486,-120.6875,35.167849034866,112
"113",18,124,1659,486,-120.6875,35.167849034866,113
"114",15,284,1659,486,-120.6875,35.167849034866,114
"115",24,580,1632,466,-120.854166666667,35.3928490348659,115
"116",24,368,1612,438,-121.0875,35.5595157015326,116
"117",23,36,1658,485,-120.695833333333,35.1761823681993,117
"118",23,53,1658,485,-120.695833333333,35.1761823681993,118
"119",21,328,1659,486,-120.6875,35.167849034866,119
"120",16,23,1659,486,-120.6875,35.167849034866,120
"121",24,9,1625,461,-120.895833333333,35.4511823681993,121
"122",15,98,1628,464,-120.870833333333,35.4261823681993,122
"123",19,73,1658,485,-120.695833333333,35.1761823681993,123
"124",28,54,1658,485,-120.695833333333,35.1761823681993,124
"125",18,174,1658,485,-120.695833333333,35.1761823681993,125
"126",22,8,1659,486,-120.6875,35.167849034866,126
"127",18,124,1659,486,-120.6875,35.167849034866,127
"128",26,45,1631,466,-120.854166666667,35.4011823681993,128
"129",20,8,1659,485,-120.695833333333,35.167849034866,129
"130",19,79,1659,485,-120.695833333333,35.167849034866,130
"131",14,203,1626,462,-120.8875,35.442849034866,131
"132",18,479,1659,486,-120.6875,35.167849034866,132
"133",17,185,1631,466,-120.854166666667,35.4011823681993,133
"134",13,77,1631,466,-120.854166666667,35.4011823681993,134
"135",14,5,1659,486,-120.6875,35.167849034866,135
"136",19,73,1658,485,-120.695833333333,35.1761823681993,136
"137",16,14,1659,486,-120.6875,35.167849034866,137
"138",26,116,1658,485,-120.695833333333,35.1761823681993,138
"139",15,314,1659,486,-120.6875,35.167849034866,139
"140",18,87,1628,465,-120.8625,35.4261823681993,140
"141",14,237,1658,485,-120.695833333333,35.1761823681993,141
"142",26,134,1659,485,-120.695833333333,35.167849034866,142
"143",13,7,1659,486,-120.6875,35.167849034866,143
"144",14,80,1659,486,-120.6875,35.167849034866,144
"145",22,210,1659,486,-120.6875,35.167849034866,145
"146",14,9,1659,485,-120.695833333333,35.167849034866,146
"147",22,321,1629,465,-120.8625,35.417849034866,147
"148",21,13,1659,486,-120.6875,35.167849034866,148
"149",17,139,1611,438,-121.0875,35.567849034866,149
"150",28,47,1626,462,-120.8875,35.442849034866,150
"151",25,72,1659,486,-120.6875,35.167849034866,151
"152",23,63,1628,465,-120.8625,35.4261823681993,152
"153",17,152,1640,465,-120.8625,35.3261823681993,153
"154",20,62,1658,485,-120.695833333333,35.1761823681993,154
"155",18,46,1659,486,-120.6875,35.167849034866,155
"156",22,259,1658,485,-120.695833333333,35.1761823681993,156
"157",12,24,1659,486,-120.6875,35.167849034866,157
"158",13,576,1658,485,-120.695833333333,35.1761823681993,158
"159",20,14,1628,465,-120.8625,35.4261823681993,159
"160",24,55,1612,439,-121.079166666667,35.5595157015326,160
"161",20,45,1658,485,-120.695833333333,35.1761823681993,161
"162",29,143,1658,485,-120.695833333333,35.1761823681993,162
"163",24,24,1626,461,-120.895833333333,35.442849034866,163
"164",30,13,1658,485,-120.695833333333,35.1761823681993,164
"165",17,330,1658,485,-120.695833333333,35.1761823681993,165
"166",22,10,1658,485,-120.695833333333,35.1761823681993,166
"167",20,14,1628,465,-120.8625,35.4261823681993,167
"168",20,14,1628,465,-120.8625,35.4261823681993,168
"169",19,73,1658,485,-120.695833333333,35.1761823681993,169
"170",28,83,1659,486,-120.6875,35.167849034866,170
"171",10,84,1658,485,-120.695833333333,35.1761823681993,171
"172",17,225,1640,465,-120.8625,35.3261823681993,172
"173",15,50,1628,464,-120.870833333333,35.4261823681993,173
"174",20,14,1628,465,-120.8625,35.4261823681993,174
"175",23,16,1659,485,-120.695833333333,35.167849034866,175
"176",16,560,1659,486,-120.6875,35.167849034866,176
"177",26,8,1658,485,-120.695833333333,35.1761823681993,177
"178",27,56,1632,466,-120.854166666667,35.3928490348659,178
"179",19,43,1659,486,-120.6875,35.167849034866,179
"180",20,14,1628,465,-120.8625,35.4261823681993,180
"181",18,275,1658,485,-120.695833333333,35.1761823681993,181
"182",22,260,1658,485,-120.695833333333,35.1761823681993,182
"183",23,44,1659,486,-120.6875,35.167849034866,183
"184",28,57,1659,486,-120.6875,35.167849034866,184
"185",22,187,1659,486,-120.6875,35.167849034866,185
"186",26,103,1632,465,-120.8625,35.3928490348659,186
"187",12,389,1640,465,-120.8625,35.3261823681993,187
"188",29,245,1629,466,-120.854166666667,35.417849034866,188
"189",14,109,1659,485,-120.695833333333,35.167849034866,189
"190",26,183,1629,466,-120.854166666667,35.417849034866,190
"191",22,23,1658,485,-120.695833333333,35.1761823681993,191
"192",23,253,1658,485,-120.695833333333,35.1761823681993,192
"193",23,6,1659,486,-120.6875,35.167849034866,193
"194",21,328,1659,486,-120.6875,35.167849034866,194
"195",26,257,1640,465,-120.8625,35.3261823681993,195
"196",22,260,1658,485,-120.695833333333,35.1761823681993,196
"197",10,81,1658,485,-120.695833333333,35.1761823681993,197
"198",16,35,1658,485,-120.695833333333,35.1761823681993,198
"199",25,324,1658,485,-120.695833333333,35.1761823681993,199
"200",24,30,1611,438,-121.0875,35.567849034866,200
"201",24,27,1659,486,-120.6875,35.167849034866,201
"202",12,24,1659,486,-120.6875,35.167849034866,202
"203",14,231,1631,466,-120.854166666667,35.4011823681993,203
"204",17,14,1659,485,-120.695833333333,35.167849034866,204
"205",13,46,1659,486,-120.6875,35.167849034866,205
"206",20,14,1628,465,-120.8625,35.4261823681993,206
"207",17,110,1658,485,-120.695833333333,35.1761823681993,207
"208",22,373,1659,486,-120.6875,35.167849034866,208
"209",12,103,1658,485,-120.695833333333,35.1761823681993,209
"210",28,220,1629,466,-120.854166666667,35.417849034866,210
"211",22,22,1658,485,-120.695833333333,35.1761823681993,211
"212",16,333,1658,485,-120.695833333333,35.1761823681993,212
"213",12,255,1640,465,-120.8625,35.3261823681993,213
"214",28,184,1631,466,-120.854166666667,35.4011823681993,214
"215",16,68,1658,485,-120.695833333333,35.1761823681993,215
"216",11,49,1659,486,-120.6875,35.167849034866,216
"217",22,116,1659,486,-120.6875,35.167849034866,217
"218",27,68,1658,485,-120.695833333333,35.1761823681993,218
"219",22,279,1659,485,-120.695833333333,35.167849034866,219
"220",16,29,1628,464,-120.870833333333,35.4261823681993,220
"221",26,288,1658,485,-120.695833333333,35.1761823681993,221
"222",23,157,1658,485,-120.695833333333,35.1761823681993,222
"223",16,8,1628,465,-120.8625,35.4261823681993,223
"224",17,49,1659,485,-120.695833333333,35.167849034866,224
"225",23,158,1658,485,-120.695833333333,35.1761823681993,225
"226",30,9,1658,485,-120.695833333333,35.1761823681993,226
"227",23,20,1658,485,-120.695833333333,35.1761823681993,227
"228",21,30,1628,465,-120.8625,35.4261823681993,228
"229",16,12,1658,485,-120.695833333333,35.1761823681993,229
"230",22,171,1659,486,-120.6875,35.167849034866,230
"231",24,39,1626,462,-120.8875,35.442849034866,231
"232",21,21,1659,485,-120.695833333333,35.167849034866,232
"233",27,27,1658,485,-120.695833333333,35.1761823681993,233
"234",21,29,1658,485,-120.695833333333,35.1761823681993,234
"235",17,161,1640,465,-120.8625,35.3261823681993,235
"236",16,32,1659,486,-120.6875,35.167849034866,236
"237",30,16,1659,486,-120.6875,35.167849034866,237
"238",19,13,1659,486,-120.6875,35.167849034866,238
"239",12,76,1632,466,-120.854166666667,35.3928490348659,239
"240",17,50,1659,486,-120.6875,35.167849034866,240
"241",23,34,1658,485,-120.695833333333,35.1761823681993,241
"242",20,31,1658,485,-120.695833333333,35.1761823681993,242
"243",17,333,1640,465,-120.8625,35.3261823681993,243
"244",21,21,1659,485,-120.695833333333,35.167849034866,244
"245",20,14,1628,465,-120.8625,35.4261823681993,245
"246",19,56,1659,486,-120.6875,35.167849034866,246
"247",19,34,1658,485,-120.695833333333,35.1761823681993,247
"248",12,17,1658,485,-120.695833333333,35.1761823681993,248
"249",24,266,1640,465,-120.8625,35.3261823681993,249
"250",22,166,1659,486,-120.6875,35.167849034866,250
"251",12,173,1659,486,-120.6875,35.167849034866,251
"252",19,28,1659,486,-120.6875,35.167849034866,252
"253",28,210,1629,466,-120.854166666667,35.417849034866,253
"254",13,317,1658,485,-120.695833333333,35.1761823681993,254
"255",12,26,1659,485,-120.695833333333,35.167849034866,255
"256",12,92,1658,485,-120.695833333333,35.1761823681993,256
"257",24,228,1640,465,-120.8625,35.3261823681993,257
"258",21,21,1659,485,-120.695833333333,35.167849034866,258
"259",11,181,1659,486,-120.6875,35.167849034866,259
"260",11,94,1658,485,-120.695833333333,35.1761823681993,260
"261",30,182,1659,486,-120.6875,35.167849034866,261
"262",17,283,1659,486,-120.6875,35.167849034866,262
"263",17,38,1658,485,-120.695833333333,35.1761823681993,263
"264",19,146,1659,486,-120.6875,35.167849034866,264
"265",26,135,1659,485,-120.695833333333,35.167849034866,265
"266",27,136,1659,486,-120.6875,35.167849034866,266
"267",20,8,1659,485,-120.695833333333,35.167849034866,267
"268",30,88,1659,485,-120.695833333333,35.167849034866,268
"269",26,332,1659,486,-120.6875,35.167849034866,269
"270",27,103,1626,462,-120.8875,35.442849034866,270
"271",16,12,1659,486,-120.6875,35.167849034866,271
"272",12,16,1659,486,-120.6875,35.167849034866,272
"273",30,48,1659,486,-120.6875,35.167849034866,273
"274",23,225,1658,485,-120.695833333333,35.1761823681993,274
"275",26,15,1629,466,-120.854166666667,35.417849034866,275
"276",16,78,1658,485,-120.695833333333,35.1761823681993,276
"277",24,32,1659,485,-120.695833333333,35.167849034866,277
"278",23,360,1659,485,-120.695833333333,35.167849034866,278
"279",12,62,1659,486,-120.6875,35.167849034866,279
"280",13,63,1659,486,-120.6875,35.167849034866,280
"281",22,46,1658,485,-120.695833333333,35.1761823681993,281
"282",24,132,1626,462,-120.8875,35.442849034866,282
"283",22,166,1659,486,-120.6875,35.167849034866,283
"284",28,207,1629,466,-120.854166666667,35.417849034866,284
"285",10,131,1658,485,-120.695833333333,35.1761823681993,285
"286",27,248,1640,465,-120.8625,35.3261823681993,286
"287",28,220,1629,466,-120.854166666667,35.417849034866,287
"288",27,91,1659,486,-120.6875,35.167849034866,288
"289",17,240,1640,465,-120.8625,35.3261823681993,289
"290",12,59,1626,462,-120.8875,35.442849034866,290
"291",19,103,1659,486,-120.6875,35.167849034866,291
"292",23,7,1632,466,-120.854166666667,35.3928490348659,292
"293",28,518,1629,466,-120.854166666667,35.417849034866,293
"294",17,149,1640,465,-120.8625,35.3261823681993,294
"295",13,33,1659,485,-120.695833333333,35.167849034866,295
"296",18,21,1628,464,-120.870833333333,35.4261823681993,296
"297",12,60,1659,485,-120.695833333333,35.167849034866,297
"298",16,7,1659,486,-120.6875,35.167849034866,298
"299",22,259,1658,485,-120.695833333333,35.1761823681993,299
"300",12,76,1658,485,-120.695833333333,35.1761823681993,300
"301",26,15,1629,466,-120.854166666667,35.417849034866,301
"302",25,109,1632,466,-120.854166666667,35.3928490348659,302
"303",23,6,1659,486,-120.6875,35.167849034866,303
"304",20,14,1628,465,-120.8625,35.4261823681993,304
"305",26,167,1631,466,-120.854166666667,35.4011823681993,305
"306",23,269,1658,485,-120.695833333333,35.1761823681993,306
"307",24,9,1625,461,-120.895833333333,35.4511823681993,307
"308",28,18,1658,485,-120.695833333333,35.1761823681993,308
"309",26,16,1628,464,-120.870833333333,35.4261823681993,309
"310",24,55,1632,466,-120.854166666667,35.3928490348659,310
"311",16,23,1659,486,-120.6875,35.167849034866,311
"312",22,9,1659,485,-120.695833333333,35.167849034866,312
"313",13,138,1640,465,-120.8625,35.3261823681993,313
"314",27,132,1658,485,-120.695833333333,35.1761823681993,314
"315",27,68,1658,485,-120.695833333333,35.1761823681993,315
"316",23,13,1658,485,-120.695833333333,35.1761823681993,316
"317",23,157,1658,485,-120.695833333333,35.1761823681993,317
"318",26,174,1631,466,-120.854166666667,35.4011823681993,318
"319",31,7,1631,466,-120.854166666667,35.4011823681993,319
"320",26,8,1658,485,-120.695833333333,35.1761823681993,320
"321",14,191,1658,485,-120.695833333333,35.1761823681993,321
"322",24,13,1658,485,-120.695833333333,35.1761823681993,322
"323",17,337,1658,485,-120.695833333333,35.1761823681993,323
"324",15,303,1659,486,-120.6875,35.167849034866,324
"325",23,7,1659,485,-120.695833333333,35.167849034866,325
"326",20,31,1658,485,-120.695833333333,35.1761823681993,326
"327",13,93,1658,485,-120.695833333333,35.1761823681993,327
"328",30,32,1659,486,-120.6875,35.167849034866,328
"329",25,75,1658,485,-120.695833333333,35.1761823681993,329
"330",12,308,1640,465,-120.8625,35.3261823681993,330
"331",13,7,1658,485,-120.695833333333,35.1761823681993,331
"332",26,305,1659,486,-120.6875,35.167849034866,332
"333",12,489,1640,465,-120.8625,35.3261823681993,333
"334",21,21,1659,485,-120.695833333333,35.167849034866,334
"335",21,310,1659,486,-120.6875,35.167849034866,335
"336",11,162,1659,486,-120.6875,35.167849034866,336
"337",14,14,1659,486,-120.6875,35.167849034866,337
"338",24,36,1658,485,-120.695833333333,35.1761823681993,338
"339",22,128,1629,465,-120.8625,35.417849034866,339
"340",25,62,1659,486,-120.6875,35.167849034866,340
"341",28,518,1629,466,-120.854166666667,35.417849034866,341
"342",28,83,1659,486,-120.6875,35.167849034866,342
"343",28,21,1658,485,-120.695833333333,35.1761823681993,343
"344",29,81,1659,486,-120.6875,35.167849034866,344
"345",14,5,1658,485,-120.695833333333,35.1761823681993,345
"346",11,113,1659,486,-120.6875,35.167849034866,346
"347",22,160,1659,486,-120.6875,35.167849034866,347
"348",27,60,1631,465,-120.8625,35.4011823681993,348
"349",20,14,1628,465,-120.8625,35.4261823681993,349
"350",27,135,1659,486,-120.6875,35.167849034866,350
"351",17,36,1659,486,-120.6875,35.167849034866,351
"352",26,175,1658,485,-120.695833333333,35.1761823681993,352
"353",29,143,1658,485,-120.695833333333,35.1761823681993,353
"354",26,8,1658,485,-120.695833333333,35.1761823681993,354
"355",18,49,1658,485,-120.695833333333,35.1761823681993,355
"356",24,13,1659,485,-120.695833333333,35.167849034866,356
"357",29,35,1629,466,-120.854166666667,35.417849034866,357
"358",23,6,1659,486,-120.6875,35.167849034866,358
"359",20,31,1658,485,-120.695833333333,35.1761823681993,359
"360",24,361,1612,438,-121.0875,35.5595157015326,360
"361",27,134,1625,461,-120.895833333333,35.4511823681993,361
"362",16,78,1658,485,-120.695833333333,35.1761823681993,362
"363",22,8,1658,485,-120.695833333333,35.1761823681993,363
"364",13,576,1658,485,-120.695833333333,35.1761823681993,364
"365",26,187,1658,485,-120.695833333333,35.1761823681993,365
"366",29,64,1659,486,-120.6875,35.167849034866,366
"367",19,56,1659,486,-120.6875,35.167849034866,367
"368",26,149,1629,466,-120.854166666667,35.417849034866,368
"369",23,14,1659,486,-120.6875,35.167849034866,369
"370",18,12,1626,462,-120.8875,35.442849034866,370
"371",24,204,1640,465,-120.8625,35.3261823681993,371
"372",17,307,1659,486,-120.6875,35.167849034866,372
"373",17,48,1658,485,-120.695833333333,35.1761823681993,373
"374",24,32,1659,485,-120.695833333333,35.167849034866,374
"375",25,18,1632,466,-120.854166666667,35.3928490348659,375
"376",15,284,1659,486,-120.6875,35.167849034866,376
"377",10,40,1659,486,-120.6875,35.167849034866,377
"378",22,373,1629,465,-120.8625,35.417849034866,378
"379",23,34,1658,485,-120.695833333333,35.1761823681993,379
"380",26,135,1659,485,-120.695833333333,35.167849034866,380
"381",13,15,1658,485,-120.695833333333,35.1761823681993,381
"382",11,222,1659,485,-120.695833333333,35.167849034866,382
"383",15,284,1659,486,-120.6875,35.167849034866,383
"384",24,55,1632,466,-120.854166666667,35.3928490348659,384
"385",22,121,1659,486,-120.6875,35.167849034866,385
"386",25,234,1658,485,-120.695833333333,35.1761823681993,386
"387",17,240,1640,465,-120.8625,35.3261823681993,387
"388",12,190,1659,485,-120.695833333333,35.167849034866,388
"389",22,259,1658,485,-120.695833333333,35.1761823681993,389
"390",15,160,1612,438,-121.0875,35.5595157015326,390
"391",29,45,1659,485,-120.695833333333,35.167849034866,391
"392",28,57,1659,486,-120.6875,35.167849034866,392
"393",17,201,1659,486,-120.6875,35.167849034866,393
"394",22,259,1658,485,-120.695833333333,35.1761823681993,394
"395",23,53,1658,485,-120.695833333333,35.1761823681993,395
"396",14,290,1658,485,-120.695833333333,35.1761823681993,396
"397",26,552,1658,485,-120.695833333333,35.1761823681993,397
"398",26,8,1658,485,-120.695833333333,35.1761823681993,398
"399",16,333,1658,485,-120.695833333333,35.1761823681993,399
"400",23,4,1659,486,-120.6875,35.167849034866,400
"401",28,301,1659,486,-120.6875,35.167849034866,401
"402",15,8,1625,461,-120.895833333333,35.4511823681993,402
"403",23,34,1658,485,-120.695833333333,35.1761823681993,403
"404",13,67,1659,485,-120.695833333333,35.167849034866,404
"405",16,14,1659,486,-120.6875,35.167849034866,405
"406",16,32,1659,486,-120.6875,35.167849034866,406
"407",26,15,1629,466,-120.854166666667,35.417849034866,407
"408",18,138,1658,485,-120.695833333333,35.1761823681993,408
"409",26,15,1629,466,-120.854166666667,35.417849034866,409
"410",26,71,1629,466,-120.854166666667,35.417849034866,410
"411",24,32,1659,485,-120.695833333333,35.167849034866,411
"412",12,308,1640,465,-120.8625,35.3261823681993,412
"413",13,7,1659,486,-120.6875,35.167849034866,413
"414",23,25,1658,485,-120.695833333333,35.1761823681993,414
"415",26,69,1629,466,-120.854166666667,35.417849034866,415
"416",12,76,1658,485,-120.695833333333,35.1761823681993,416
"417",30,16,1659,486,-120.6875,35.167849034866,417
"418",26,270,1658,485,-120.695833333333,35.1761823681993,418
"419",20,14,1628,465,-120.8625,35.4261823681993,419
"420",27,135,1659,486,-120.6875,35.167849034866,420
"421",12,26,1659,486,-120.6875,35.167849034866,421
"422",26,165,1659,485,-120.695833333333,35.167849034866,422
"423",28,54,1658,485,-120.695833333333,35.1761823681993,423
"424",26,171,1658,485,-120.695833333333,35.1761823681993,424
"425",28,250,1629,466,-120.854166666667,35.417849034866,425
"426",12,81,1658,485,-120.695833333333,35.1761823681993,426
"427",24,160,1626,462,-120.8875,35.442849034866,427
"428",23,321,1659,486,-120.6875,35.167849034866,428
"429",23,4,1659,486,-120.6875,35.167849034866,429
"430",28,184,1631,466,-120.854166666667,35.4011823681993,430
"431",30,21,1659,485,-120.695833333333,35.167849034866,431
"432",30,88,1659,485,-120.695833333333,35.167849034866,432
"433",13,43,1659,486,-120.6875,35.167849034866,433
"434",24,12,1659,486,-120.6875,35.167849034866,434
"435",23,94,1658,485,-120.695833333333,35.1761823681993,435
"436",24,360,1628,465,-120.8625,35.4261823681993,436
"437",23,132,1658,485,-120.695833333333,35.1761823681993,437
"438",14,18,1658,485,-120.695833333333,35.1761823681993,438
"439",31,32,1632,466,-120.854166666667,35.3928490348659,439
"440",16,22,1628,464,-120.870833333333,35.4261823681993,440
"441",17,294,1640,465,-120.8625,35.3261823681993,441
"442",14,574,1659,486,-120.6875,35.167849034866,442
"443",26,15,1629,466,-120.854166666667,35.417849034866,443
"444",27,53,1629,466,-120.854166666667,35.417849034866,444
"445",29,11,1658,485,-120.695833333333,35.1761823681993,445
"446",23,307,1659,486,-120.6875,35.167849034866,446
"447",29,74,1658,485,-120.695833333333,35.1761823681993,447
"448",30,32,1659,486,-120.6875,35.167849034866,448
"449",15,53,1658,485,-120.695833333333,35.1761823681993,449
"450",29,122,1658,485,-120.695833333333,35.1761823681993,450
"451",20,67,1658,485,-120.695833333333,35.1761823681993,451
"452",11,38,1658,485,-120.695833333333,35.1761823681993,452
"453",22,166,1659,486,-120.6875,35.167849034866,453
"454",22,10,1658,485,-120.695833333333,35.1761823681993,454
"455",27,15,1658,485,-120.695833333333,35.1761823681993,455
"456",12,27,1658,485,-120.695833333333,35.1761823681993,456
"457",24,39,1659,486,-120.6875,35.167849034866,457
"458",17,49,1659,485,-120.695833333333,35.167849034866,458
"459",13,7,1659,486,-120.6875,35.167849034866,459
"460",26,26,1658,485,-120.695833333333,35.1761823681993,460
"461",27,24,1658,485,-120.695833333333,35.1761823681993,461
"462",17,225,1640,465,-120.8625,35.3261823681993,462
"463",26,28,1629,466,-120.854166666667,35.417849034866,463
"464",18,223,1658,485,-120.695833333333,35.1761823681993,464
"465",21,328,1659,486,-120.6875,35.167849034866,465
"466",21,57,1658,485,-120.695833333333,35.1761823681993,466
"467",10,39,1659,486,-120.6875,35.167849034866,467
"468",24,39,1659,486,-120.6875,35.167849034866,468
"469",20,14,1628,465,-120.8625,35.4261823681993,469
"470",26,165,1659,485,-120.695833333333,35.167849034866,470
"471",26,327,1658,485,-120.695833333333,35.1761823681993,471
"472",30,16,1659,486,-120.6875,35.167849034866,472
"473",17,209,1611,438,-121.0875,35.567849034866,473
"474",19,263,1658,485,-120.695833333333,35.1761823681993,474
"475",17,48,1659,486,-120.6875,35.167849034866,475
"476",16,333,1658,485,-120.695833333333,35.1761823681993,476
"477",20,14,1628,465,-120.8625,35.4261823681993,477
"478",18,124,1659,486,-120.6875,35.167849034866,478
"479",13,559,1658,485,-120.695833333333,35.1761823681993,479
"480",26,405,1659,486,-120.6875,35.167849034866,480
"481",27,7,1625,461,-120.895833333333,35.4511823681993,481
"482",23,114,1628,464,-120.870833333333,35.4261823681993,482
"483",21,57,1658,485,-120.695833333333,35.1761823681993,483
"484",21,38,1626,462,-120.8875,35.442849034866,484
"485",19,270,1658,485,-120.695833333333,35.1761823681993,485
"486",12,24,1659,486,-120.6875,35.167849034866,486
"487",17,77,1658,485,-120.695833333333,35.1761823681993,487
"488",21,21,1659,485,-120.695833333333,35.167849034866,488
